Opponent,Results,Score,PlusMinus
MIT,W, 84_27 ,-
Northeastern,L, 84_79 ,-10.2
Maine,W, 67_46 ,1.7
Siena,W, 59_56 ,3.3
Buffalo,L, 88_76 ,-0.8
Holy Cross,W, 82_74 ,-3.1
Texas A&M,W, 62_51 ,4.7
Maryland,L, 80_73 ,3
USC,L, 77_62 ,-9.4
Massachusetts,W, 89_55 ,13.9
George Washington,W, 88_75 ,1.3
Howard,W, 60_55 ,3
California,W, 71_63 ,8.2
San Francisco,W, 84_81 OT,2.7
UC Irvine,W, 77_73 ,11.8
Dartmouth,W, 67_62 ,0.6
Dartmouth,W, 70_66 ,4.5
Penn,L, 75_72 OT,-6.1
Princeton,L, 70_69 ,-6.3
Yale,W, 78_77 ,7.1
Brown,L, 72_71 ,0.1
Cornell,W, 85_63 ,17.1
Columbia,W, 77_73 2OT,2.9
Princeton,W, 61_60 ,-2.1
Penn,W, 69_65 ,-0.3
Columbia,W, 77_69 ,2.8
Cornell,W, 67_58 ,8.7
Brown,L, 64_55 ,-3.3
Yale,W, 83_69 ,6.1
