Opponent,Results,Score,PlusMinus
Oregon St.,L, 67_54 ,-6.8
Prairie View A&M,W, 68_64 ,2.2
William & Mary,L, 69_65 ,-7.5
Mercer,L, 77_71 OT,-2.5
Washington St.,L, 76_74 ,-8.3
Houston Baptist,L, 58_55 ,-3.4
Lamar,L, 79_72 OT,2
Texas,L, 66_55 ,-2.7
UTSA,W, 67_52 ,7.3
UTEP,L, 66_57 ,-5.6
North Texas,L, 66_63 ,-3.3
Old Dominion,L, 63_53 ,-5
Charlotte,W, 73_68 OT,2
Southern Miss,W, 58_56 ,2.1
Louisiana Tech,L, 58_45 ,-5.2
Houston,L, 59_48 ,-4.1
North Texas,L, 75_65 ,2.1
Marshall,L, 69_55 ,-5.6
Western Kentucky,W, 72_68 ,6.4
Middle Tennessee,W, 71_68 2OT,7.3
UAB,W, 82_73 2OT,2.3
FIU,L, 60_56 ,-4
Florida Atlantic,W, 76_69 ,6.1
Old Dominion,L, 63_54 ,-9.6
Charlotte,L, 77_76 ,-2.1
UTSA,W, 76_74 ,5.3
UTEP,L, 68_65 ,-3.3
North Texas,W, 82_54 ,9.9
Louisiana Tech,L, 70_64 ,-9.7
