Opponent,Results,Score,PlusMinus
Connecticut,L, 66_53 ,-0.9
New Hampshire,W, 72_63 ,13.6
Vermont,L, 73_47 ,-14.4
Akron,L, 72_66 ,-5.3
Yale,L, 67_60 ,-6.2
Brown,L, 69_62 ,-4.6
Army,W, 80_73 ,9.5
Denver,W, 48_46 ,3.2
Dartmouth,L, 76_59 ,-5.7
LIU Brooklyn,W, 67_63 ,-3.4
St. Francis NY,L, 63_47 ,-10.4
St. Francis PA,W, 80_54 ,7.3
Fairleigh Dickinson,W, 73_60 ,11.7
Wagner,W, 81_73 ,6.6
Central Connecticut,W, 70_54 ,4.5
Harvard,L, 66_57 ,-2.5
LIU Brooklyn,W, 74_69 ,0.5
Sacred Heart,L, 83_66 ,-8
St. Francis PA,L, 75_68 ,-4.1
Robert Morris,W, 71_68 ,4
Pittsburgh,L, 72_67 ,0.6
Mount St. Mary's,W, 55_53 ,1.3
Sacred Heart,L, 84_75 OT,6.6
Fairleigh Dickinson,W, 74_71 ,4
Mount St. Mary's,L, 75_68 ,-4.2
Wagner,W, 66_65 ,-4
Robert Morris,L, 76_70 ,2.4
Central Connecticut,W, 77_69 ,-2.5
St. Francis NY,W, 61_51 ,9.8
Sacred Heart,W, 91_85 2OT,-2.9
Robert Morris,L, 66_53 ,-4.8
