Opponent,Results,Score,PlusMinus
VMI,L, 66_65 ,1.4
Air Force,L, 68_55 ,-8.8
Florida St.,L, 66_55 ,-5.6
College of Charleston,L, 59_55 ,-1.5
Navy,W, 67_60 ,0.9
Chattanooga,L, 67_48 ,-9.9
Virginia Tech,L, 64_61 ,0
Michigan St.,L, 82_56 ,-8.5
Bethune Cookman,W, 51_47 ,-0.5
Western Carolina,L, 78_70 ,-4.8
UNC Greensboro,W, 85_83 OT,2.4
Samford,W, 77_67 ,4
Mercer,L, 74_51 ,-10.8
Wofford,W, 69_66 ,-4.8
Furman,L, 74_62 ,-2.2
East Tennessee St.,L, 70_59 ,-10
VMI,L, 85_75 ,-8.6
Chattanooga,L, 78_73 ,-11.1
Mercer,L, 76_53 ,-12.4
UNC Greensboro,L, 79_63 ,-4.6
Samford,W, 66_65 ,1.7
VMI,L, 84_69 ,-2.4
Furman,W, 62_56 OT,1
Wofford,L, 78_52 ,-10.2
East Tennessee St.,W, 74_73 ,1.3
Western Carolina,L, 67_54 ,-9.5
Furman,L, 73_56 ,-9.1
