Opponent,Results,Score,PlusMinus
Oakland,W, 89_77 ,3.8
Youngstown St.,W, 71_62 ,1.9
UNC Greensboro,W, 70_62 ,6.7
Longwood,W, 79_48 ,12.9
Dayton,L, 73_64 ,-3.7
Michigan,W, 45_42 ,-0.5
Michigan St.,L, 66_46 ,-10.9
Missouri St.,W, 77_65 ,8
Coppin St.,W, 87_64 ,7.7
Ball St.,L, 60_59 OT,1.3
Miami OH,L, 82_81 OT,10.8
Kent St.,L, 65_59 ,2.3
Northern Illinois,W, 54_46 ,3.5
Bowling Green,L, 74_58 ,-7.8
Central Michigan,L, 65_51 ,-9.1
Ohio,W, 76_40 ,13.7
Western Michigan,W, 69_63 ,2.9
Toledo,L, 84_60 ,-10.1
Ohio,L, 76_73 ,-3.5
Miami OH,W, 83_69 ,9.7
Akron,W, 78_75 ,8.6
Buffalo,L, 78_63 ,-7.5
Northern Illinois,W, 73_65 ,8.8
Central Michigan,L, 72_56 ,-5.9
Western Michigan,L, 80_72 ,-5.2
Ball St.,W, 67_60 ,6.5
Toledo,W, 85_59 ,4.9
Miami OH,W, 62_61 OT,-2.5
Bowling Green,W, 73_67 ,0.8
Toledo,L, 78_67 ,-8.9
Louisiana Monroe,L, 71_67 ,-3.7
