Opponent,Results,Score,PlusMinus
Lafayette,L, 77_50 ,-18.2
North Carolina,L, 103_59 ,-17.5
Bradley,W, 68_61 ,-0.4
Georgetown,L, 80_66 ,-12.2
Chattanooga,L, 61_46 ,-8.5
Louisiana Monroe,W, 71_54 ,8.4
Youngstown St.,L, 89_81 ,-3.9
Buffalo,L, 74_59 ,-10.2
Duquesne,W, 75_59 ,10.1
Toledo,L, 83_57 ,-12.2
Delaware,W, 84_81 ,7.5
Clemson,L, 64_57 ,-5.6
Mount St. Mary's,W, 70_45 ,15
St. Francis PA,L, 66_59 ,-6.1
Wagner,W, 77_73 ,5.5
Central Connecticut,W, 72_60 ,5.9
St. Francis NY,L, 68_63 ,0.8
Sacred Heart,W, 85_65 ,7.7
Mount St. Mary's,W, 63_59 OT,-0.6
St. Francis NY,W, 67_65 ,2
Fairleigh Dickinson,W, 87_65 ,10.9
Bryant,L, 71_68 ,-4
LIU Brooklyn,L, 72_65 ,-1.2
Fairleigh Dickinson,W, 76_62 ,5.2
LIU Brooklyn,L, 63_62 ,5.3
Central Connecticut,W, 53_52 ,-2.8
Sacred Heart,L, 80_76 ,0.5
Bryant,W, 76_70 ,-2.4
Wagner,W, 91_59 ,14.5
St. Francis PA,W, 71_70 OT,-3.2
Wagner,W, 91_68 ,11.5
Bryant,W, 66_53 ,4.8
St. Francis NY,W, 66_63 ,0.7
North Florida,W, 81_77 ,-1
Duke,L, 85_56 ,-13.9
