Opponent,Results,Score,PlusMinus
Texas St.,L, 62_53 ,2.7
Nebraska Omaha,W, 98_74 ,-
Washington,L, 63_48 ,-3.2
Montana,L, 66_62 ,1
Cal St. Northridge,W, 70_58 ,5.4
UC Santa Barbara,L, 87_46 ,-18.6
Eastern Washington,L, 87_75 ,-10.3
San Jose St.,W, 54_38 ,9
Minnesota,L, 92_57 ,-17
Sacramento St.,W, 66_47 ,9.7
UC Davis,W, 76_67 ,8.2
Cal St. Fullerton,L, 67_55 ,-12
Utah Valley,L, 70_52 ,-11.6
UT Rio Grande Valley,W, 70_47 ,8.4
New Mexico St.,W, 58_52 ,2.4
Chicago St.,W, 75_67 ,1.7
UMKC,L, 75_55 ,-2.4
Cal St. Bakersfield,L, 71_61 OT,0.1
Grand Canyon,L, 66_64 ,-0.1
Utah Valley,W, 53_33 ,4.4
New Mexico St.,L, 73_47 ,-9.6
UT Rio Grande Valley,L, 68_57 ,-6.2
UMKC,W, 74_56 ,8.9
Chicago St.,W, 57_31 ,13.2
Cal St. Bakersfield,W, 53_43 ,10.8
Grand Canyon,L, 83_70 ,-2
Chicago St.,W, 49_45 ,-5.4
UMKC,W, 69_63 ,10
New Mexico St.,L, 80_61 ,-10.6
Pepperdine,W, 62_45 ,7.6
Colorado,W, 72_65 ,-2.2
Loyola Chicago,L, 63_48 ,-1.4
