Opponent,Results,Score,PlusMinus
Alabama,L, 82_54 ,-8
Morgan St.,W, 51_46 ,2.3
Central Connecticut,W, 58_49 ,8.1
Bethune Cookman,W, 63_42 ,8.4
Monmouth,W, 79_75 OT,-6.5
UMBC,W, 77_66 ,1
Coppin St.,W, 84_76 ,7.6
Georgetown,L, 78_46 ,-17.2
Temple,L, 76_64 ,-5
La Salle,L, 67_53 ,-10
Navy,L, 61_56 ,-4
Fairleigh Dickinson,L, 85_84 OT,6.8
James Madison,L, 61_52 ,-5.9
Elon,W, 57_53 ,6.5
Drexel,L, 55_41 ,-2.6
Northeastern,L, 52_49 ,-5.4
Delaware,L, 67_64 OT,2.3
William & Mary,L, 85_72 ,-4.6
Elon,W, 53_51 ,-0.9
UNC Wilmington,L, 69_65 ,-6.4
College of Charleston,W, 74_70 ,7.1
Hofstra,W, 86_72 ,4
Northeastern,L, 69_62 ,-10.5
James Madison,L, 63_61 ,0.3
Drexel,L, 53_49 ,-6.4
College of Charleston,W, 53_50 ,2.3
Hofstra,L, 87_82 ,2.7
UNC Wilmington,L, 73_69 ,-3.2
William & Mary,L, 65_50 ,-8.5
Delaware,L, 65_60 ,1.1
Elon,L, 74_69 OT,-2.3
