Opponent,Results,Score,PlusMinus
IPFW,L, 74_71 ,-1.3
Portland,L, 75_53 ,-16.8
Portland St.,L, 90_87 OT,-0.6
Southern Illinois,L, 79_67 ,-14.1
Central Michigan,L, 94_61 ,-21.7
Saint Louis,L, 67_61 ,-3.3
Campbell,L, 70_65 ,-3.3
Milwaukee,W, 61_56 ,-1
Chicago St.,W, 63_38 ,12.9
Jacksonville St.,W, 73_57 ,11.2
Tennessee Tech,W, 85_62 ,9.4
Belmont,L, 73_69 ,1.4
Tennessee St.,W, 45_38 ,-2.4
Morehead St.,L, 91_63 ,-15.6
Eastern Kentucky,L, 78_62 ,-5.2
Austin Peay,W, 69_65 ,0.1
Murray St.,L, 60_54 ,-0.9
Southeast Missouri St.,W, 75_61 ,3.8
Eastern Illinois,L, 57_54 ,-4.4
Tennessee Martin,L, 64_59 ,2
Murray St.,L, 78_46 ,-16.8
Eastern Illinois,W, 80_63 ,12.7
Southeast Missouri St.,W, 75_72 ,2.1
Tennessee Martin,W, 76_68 ,2.2
Austin Peay,L, 64_61 ,-0.2
Eastern Illinois,L, 78_66 ,-4.9
