Opponent,Results,Score,PlusMinus
Princeton,W, 79_68 ,5
UTEP,L, 81_65 ,-12.2
Nebraska,W, 74_73 ,-3.8
Grand Canyon,W, 82_80 ,-3.7
UMKC,W, 110_104 3OT,-3.4
Tulsa,L, 76_47 ,-21.4
Sam Houston St.,L, 84_78 ,-7.2
Northwestern St.,L, 103_101 ,-0.8
New Orleans,W, 97_66 ,19.1
Southeastern Louisiana,L, 108_98 2OT,-1.2
Abilene Christian,W, 77_61 ,6.5
McNeese St.,W, 86_84 ,-5.9
Nicholls St.,W, 69_58 ,6.5
Texas A&M Corpus Chris,L, 71_70 ,2.5
Lamar,W, 78_72 ,3.8
Nicholls St.,W, 73_64 ,5.2
Central Arkansas,W, 77_67 ,3.1
Stephen F. Austin,L, 90_76 ,-7.2
Texas A&M Corpus Chris,W, 74_68 ,1.2
Houston Baptist,W, 77_64 ,3.8
Lamar,L, 79_66 ,-8.2
Stephen F. Austin,L, 83_62 ,-8.6
Abilene Christian,W, 64_52 ,3
Houston Baptist,L, 78_77 OT,-7.3
Louisiana Lafayette,L, 83_68 ,-0.5
