Opponent,Results,Score,PlusMinus
Brown,L, 70_58 ,-7.5
Hartford,L, 51_50 ,-1.1
Niagara,L, 61_59 ,-3.1
La Salle,L, 59_50 ,-9.2
Rutgers,W, 68_50 ,9.7
Tennessee St.,W, 66_58 ,7.1
Norfolk St.,L, 60_58 ,3.2
Canisius,L, 60_57 ,3.2
Boston University,W, 70_59 ,13.5
Princeton,W, 60_46 ,2
Seton Hall,L, 67_52 ,-9.9
Fairleigh Dickinson,W, 69_60 ,-2.5
Cornell,W, 59_52 OT,-0.8
Quinnipiac,W, 66_60 ,5.9
Marist,W, 79_67 ,8
Manhattan,L, 68_63 ,-10.3
Rider,L, 68_55 ,-11.7
Monmouth,W, 62_61 OT,-0.4
Manhattan,L, 72_65 OT,0.4
Quinnipiac,L, 63_55 ,-0
Siena,W, 69_55 ,8.4
Rider,L, 58_49 ,-2
Iona,L, 68_61 OT,3.4
Fairfield,W, 69_58 ,9.1
Siena,W, 65_57 ,-2.3
Niagara,W, 77_65 ,-4.8
Canisius,L, 69_55 ,-11.8
Monmouth,L, 63_58 ,-5.2
Fairfield,L, 57_43 ,-2.7
Marist,L, 69_67 ,-10.7
Iona,W, 68_60 ,6.5
Fairfield,W, 63_33 ,9.3
Rider,W, 68_59 ,7.1
Manhattan,L, 65_48 ,-7.3
