Opponent,Results,Score,PlusMinus
James Madison,L, 82_60 ,-7.5
UNC Greensboro,W, 81_79 OT,-0.8
Youngstown St.,L, 82_72 ,-4.4
Eastern Michigan,L, 79_48 ,-12.9
George Washington,L, 91_66 ,-10
Iowa,L, 77_44 ,-11.3
Dartmouth,W, 74_73 ,-5
Tennessee Martin,L, 77_67 ,-8.4
UMBC,L, 58_53 ,-1.6
Miami OH,L, 71_60 ,-11.8
Ball St.,L, 69_64 ,-4
Winthrop,L, 82_72 OT,-2.4
Radford,W, 90_79 2OT,0.5
Coastal Carolina,L, 76_70 ,-6.5
Charleston Southern,L, 68_54 ,-11.4
Presbyterian,L, 71_67 ,-2.2
Liberty,W, 85_71 ,9.8
High Point,L, 72_67 ,-9.3
Gardner Webb,L, 79_67 ,-4.2
UNC Asheville,L, 74_64 ,-7.6
Presbyterian,W, 71_67 ,7.9
Gardner Webb,L, 87_78 ,-4.2
UNC Asheville,L, 71_56 ,2.5
Radford,L, 80_75 ,-4.4
Charleston Southern,L, 65_64 ,-6
Liberty,W, 78_72 ,10.7
Winthrop,L, 83_59 ,-7
Coastal Carolina,L, 72_59 ,-6
Campbell,W, 70_65 ,10.5
Presbyterian,W, 65_61 ,-1.6
Charleston Southern,W, 68_60 ,6
Winthrop,L, 71_58 ,-6.3
