Opponent,Results,Score,PlusMinus
Georgia,W, 80_73 ,7.3
Alabama A&M,W, 66_46 ,10.8
IPFW,W, 78_69 ,5.3
Marquette,L, 72_70 ,-3.3
Rider,W, 61_54 ,4.4
Rhode Island,W, 64_61 ,4.2
Northwestern,W, 66_58 ,10.4
USC Upstate,L, 59_54 ,2.1
Appalachian St.,W, 70_57 ,7
Vanderbilt,W, 65_60 ,-0.4
Dayton,L, 75_61 ,-6.9
Charlotte,W, 67_66 ,2.7
Notre Dame,L, 83_76 2OT,2.3
Syracuse,L, 46_45 ,0.3
Wake Forest,L, 76_69 ,-3.5
Notre Dame,L, 62_59 ,2.6
Pittsburgh,L, 70_65 ,-1.7
Virginia,L, 57_28 ,-10.4
Boston College,L, 64_62 ,-2.4
Miami FL,W, 70_50 ,10.2
North Carolina St.,L, 81_80 OT,-4.7
Duke,L, 72_66 ,-3.2
Wake Forest,W, 73_59 ,11.7
Virginia Tech,L, 65_63 ,0.9
Florida St.,L, 57_53 ,-1.5
Clemson,W, 63_52 ,5.6
North Carolina,L, 89_60 ,-14.5
Louisville,L, 52_51 ,3.8
Clemson,L, 70_63 OT,-12.3
North Carolina,L, 81_49 ,-13.8
Boston College,L, 66_65 ,-0.6
