Opponent,Results,Score,PlusMinus
USC,W, 76_68 ,4.5
SIU Edwardsville,W, 90_87 OT,0.6
Cal St. Northridge,W, 63_55 ,9.5
Oregon,L, 81_59 ,-13.9
Portland,L, 83_71 ,-11.1
UC Riverside,L, 88_62 ,-7.1
Cal St. Bakersfield,W, 65_59 ,9
San Francisco,L, 77_40 ,-16.6
Southern Utah,W, 71_68 ,2.9
Northern Arizona,L, 73_60 ,-7.2
Northern Colorado,L, 90_85 ,-1.2
North Dakota,W, 82_75 ,8.3
Eastern Washington,L, 92_85 ,-8.8
Idaho,W, 85_73 ,4.7
Weber St.,W, 69_63 ,4.5
Idaho St.,L, 80_76 ,-0.8
Montana,L, 73_54 ,-6.9
Montana St.,W, 80_62 ,12.8
Sacramento St.,L, 64_60 ,-4.2
Idaho,L, 87_76 ,-6.8
Eastern Washington,W, 68_66 ,-1.8
North Dakota,W, 80_70 ,8.5
Northern Colorado,W, 91_75 ,6
Sacramento St.,L, 73_60 ,-2.6
Northern Arizona,L, 58_51 ,-0.4
Southern Utah,W, 86_73 ,0.5
Sacramento St.,L, 70_60 ,-0.5
