Opponent,Results,Score,PlusMinus
Florida A&M,W, 78_65 ,4.8
North Carolina A&T,W, 63_46 ,7.4
UCF,L, 76_69 ,-0.1
FIU,W, 68_53 ,6
Cal St. Fullerton,W, 79_64 ,2.3
Wright St.,L, 56_51 ,-1.4
North Carolina A&T,W, 65_54 ,7.5
Georgia Tech,W, 59_54 ,-2.1
Maryland,L, 67_57 ,-1.3
Memphis,L, 83_73 ,-5.9
Mississippi St.,W, 53_51 ,3.1
Hampton,W, 68_54 ,7.2
UMKC,W, 61_49 ,2.9
Kennesaw St.,W, 68_65 ,1.8
Lipscomb,L, 60_58 ,1
Northern Kentucky,L, 66_65 ,4.7
Florida Gulf Coast,L, 71_68 ,-5.3
Stetson,W, 91_67 ,7.4
Jacksonville,W, 78_65 ,10.3
North Florida,W, 79_74 ,-1.7
Kennesaw St.,W, 74_46 ,13
North Florida,W, 80_63 ,3
Jacksonville,L, 89_70 ,1.8
Stetson,W, 73_54 ,9.3
Florida Gulf Coast,L, 86_72 ,-9.1
Lipscomb,W, 70_47 ,9.3
Northern Kentucky,L, 84_65 ,-4
Kennesaw St.,W, 90_54 ,18.2
Florida Gulf Coast,W, 63_62 ,1.8
North Florida,L, 63_57 ,-3.2
James Madison,W, 73_72 ,-1.9
Tennessee Martin,L, 60_49 ,1.9
