Opponent,Results,Score,PlusMinus
Lehigh,W, 77_66 ,0.3
Maryland Eastern Shore,W, 81_44 ,20.8
Bucknell,W, 72_65 ,6.1
VCU,W, 77_53 ,5.9
Michigan,W, 60_55 ,1
Delaware,W, 78_47 ,14.4
La Salle,W, 84_70 ,11
Saint Joseph's,W, 74_46 ,17.1
Illinois,W, 73_59 ,5.1
Temple,W, 85_62 ,10.6
Syracuse,W, 82_77 OT,-5.5
NJIT,W, 92_67 ,3.2
Butler,W, 67_55 ,8.2
Seton Hall,L, 66_61 OT,-2.3
St. John's,W, 90_72 ,2.8
DePaul,W, 81_64 ,15.2
Xavier,W, 88_75 ,13.1
Penn,W, 62_47 ,4.7
Georgetown,L, 78_58 ,-13.2
Creighton,W, 71_50 ,12.3
DePaul,W, 68_55 ,-0.5
Marquette,W, 70_52 ,10.8
Georgetown,W, 69_53 ,12.4
Providence,W, 74_68 ,3.9
Butler,W, 68_65 ,1.5
Seton Hall,W, 80_54 ,11.2
Marquette,W, 87_76 ,7.9
Providence,W, 89_61 ,11.6
Xavier,W, 78_66 ,-0.7
Creighton,W, 76_72 ,1
St. John's,W, 105_68 ,1.3
Marquette,W, 84_49 ,13.4
Providence,W, 63_61 ,5.4
Xavier,W, 69_52 ,11.3
Lafayette,W, 93_52 ,18.2
North Carolina St.,L, 71_68 ,-3.6
