Opponent,Results,Score,PlusMinus
Charleston Southern,L, 66_65 OT,-4.1
Troy,W, 74_64 ,7.1
Southern,W, 69_38 ,14
Northern Arizona,W, 80_74 ,3.7
Creighton,W, 75_68 ,-1.8
Cincinnati,W, 66_54 ,8.3
TCU,L, 66_54 ,-5.5
Oregon,W, 79_73 ,8.1
Western Kentucky,L, 81_74 ,5.2
Coastal Carolina,W, 71_68 ,-5.8
Southeast Missouri St.,W, 82_51 ,16.4
Dayton,L, 78_74 ,-8.3
Austin Peay,W, 92_63 ,9.2
Kentucky,L, 89_86 OT,-2.1
South Carolina,W, 65_49 ,6.8
LSU,L, 75_71 ,-1.6
Arkansas,W, 96_82 ,9.8
Georgia,L, 69_64 ,0.5
Florida,W, 72_71 ,-3.4
Mississippi St.,W, 79_73 ,-3.4
Missouri,W, 67_47 ,8.6
Texas A&M,W, 69_59 ,4.5
Auburn,W, 86_79 ,1.5
Florida,W, 62_61 ,-2
Arkansas,L, 71_70 ,-2
Mississippi St.,W, 71_65 ,-1
Tennessee,W, 59_57 ,0.1
Georgia,L, 76_72 ,-5.3
LSU,L, 73_63 ,-1.6
Alabama,W, 82_74 ,-0.7
Vanderbilt,L, 86_77 ,-9
South Carolina,L, 60_58 ,-3.3
BYU,W, 94_90 ,-5.9
Xavier,L, 76_57 ,-10.6
