Opponent,Results,Score,PlusMinus
Westminster (UT),W, 108_59 ,-
New Orleans,W, 86_61 ,9.9
Utah Valley,W, 82_60 ,7.7
USC,L, 79_53 ,-9.8
St. John's,W, 74_68 ,4.4
Utah St.,W, 67_64 ,2.7
Boise St.,L, 74_70 ,-7.6
Utah,W, 82_64 ,7.9
San Diego St.,W, 72_62 ,7.9
Texas Southern,W, 87_71 ,12.5
Weber St.,W, 87_79 ,6.1
Gonzaga,L, 86_69 ,-19.9
Saint Mary's,W, 62_52 ,-1.4
San Francisco,W, 72_63 ,-0.7
Portland,W, 95_67 ,6.9
Pepperdine,W, 65_54 ,7.5
Pepperdine,L, 76_73 ,2.9
Pacific,W, 95_87 2OT,1.9
Portland,W, 105_60 ,14.8
Gonzaga,L, 82_71 ,-11.9
Pacific,W, 80_52 ,9.9
Loyola Marymount,W, 88_71 ,18.2
San Francisco,W, 79_73 ,6.1
Saint Mary's,W, 65_51 ,5.7
