Opponent,Results,Score,PlusMinus
Piedmont,W, 89_64 ,-
North Carolina A&T,W, 78_70 ,-4.7
Toccoa Falls,W, 100_58 ,-
Columbia Int'l,W, 96_57 ,-
Carver,W, 102_51 ,-
Longwood,W, 91_89 ,2.5
Presbyterian,W, 94_82 ,6.7
Chattanooga,W, 92_87 ,1.3
Furman,L, 94_88 ,-7.2
VMI,L, 110_103 ,-3.6
UNC Greensboro,L, 87_73 ,-5.2
Mercer,L, 83_63 ,-14.1
Wofford,W, 77_69 ,-0.8
East Tennessee St.,L, 112_84 ,-9.5
Western Carolina,L, 76_75 ,2.1
UNC Greensboro,L, 85_66 ,-6.4
Western Carolina,W, 74_63 ,5.4
East Tennessee St.,W, 79_71 ,2.3
Chattanooga,L, 70_66 ,-6.2
Wofford,L, 81_67 ,-6.2
VMI,W, 75_74 ,1
Mercer,L, 88_52 ,-17
Furman,L, 72_63 ,-0.3
Western Carolina,+0.1, 82_8150%,
