Opponent,Results,Score,PlusMinus
Oakwood,W, 98_74 ,-
Carver,W, 107_40 ,-
Troy,L, 62_57 ,-7.4
Indiana,L, 87_52 ,-12.2
Crowley's Ridge,W, 99_51 ,-
Free-Hareman,W, 82_56 ,-
Stetson,L, 86_77 ,-7.5
Stetson,W, 73_66 OT,5.2
Kennesaw St.,W, 66_43 ,4.6
Kennesaw St.,W, 66_64 ,-1.5
Jacksonville,W, 82_81 OT,4.4
Jacksonville,W, 76_54 ,14
North Florida,W, 82_78 ,7
North Florida,L, 82_72 ,-2.8
Florida Gulf Coast,L, 86_60 ,-15
Florida Gulf Coast,L, 69_60 ,-1.5
Bellarmine,L, 66_64 ,-3.2
Bellarmine,L, 87_63 ,-17.7
Liberty,L, 74_54 ,-13.9
Liberty,L, 74_54 ,-10.8
Lipscomb,W, 73_66 ,-0.6
North Florida,+1, 73_7246%,
