Opponent,Results,Score,PlusMinus
Regis CO,W, 82_66 ,-
UC Riverside,L, 83_63 ,-14.4
Wyoming,L, 83_61 ,-15.9
Dixie St.,L, 73_70 ,-4.1
Northern Colorado,L, 83_75 ,1.2
Texas St.,L, 70_68 ,7.2
Northern Arizona,L, 68_65 ,-1.3
South Dakota,L, 93_54 ,-19.1
South Dakota,L, 79_57 ,-13.3
Oral Roberts,L, 88_84 ,-2.2
Oral Roberts,L, 91_82 ,-6.6
North Dakota St.,L, 70_58 ,-2.6
North Dakota St.,L, 84_58 ,-16.3
North Dakota,L, 85_82 OT,-3.4
North Dakota,W, 85_81 OT,-5.4
Western Illinois,L, 75_69 ,2.4
Western Illinois,L, 82_75 ,-9.1
UMKC,L, 68_57 ,-3.7
UMKC,L, 80_69 ,-4.4
Nebraska Omaha,L, 80_76 ,-3.6
Nebraska Omaha,L, 80_76 ,-0.7
