Opponent,Results,Score,PlusMinus
USC,L, 76_62 ,-15.6
Southern Utah,L, 64_63 ,3.5
Southern Utah,L, 75_74 ,1
Georgia,L, 63_50 ,-9.6
Yellowstone Chris.,W, 102_42 ,-
Washington,W, 66_58 ,6.1
Dickinson St.,W, 78_51 ,-
Arizona,L, 70_64 ,0.9
Northern Colorado,L, 64_62 ,-3.3
Northern Colorado,W, 56_54 ,1.3
Whitworth,W, 84_67 ,-
Northern Arizona,W, 67_56 ,18.1
Northern Arizona,L, 62_58 ,5.9
Sacramento St.,W, 78_66 ,4.7
Sacramento St.,L, 89_83 2OT,2
Portland St.,W, 70_64 OT,-2.9
Portland St.,L, 61_56 ,-1.3
Weber St.,W, 80_67 ,6.8
Weber St.,L, 91_82 ,-0.9
Eastern Washington,L, 90_76 ,-15.3
Eastern Washington,L, 90_76 ,-15.4
Idaho St.,W, 64_58 ,8.8
Idaho St.,W, 59_58 ,7.4
