Opponent,Results,Score,PlusMinus
Oakland,W, 101_49 ,27.6
Bradley,W, 51_50 ,2.5
Toledo,W, 76_73 ,-3.7
Eastern Kentucky,W, 99_96 OT,4.7
Tennessee Tech,W, 79_48 ,10.3
Cincinnati,W, 77_69 ,0.4
Oklahoma,W, 99_77 ,7.6
Marquette,W, 91_88 ,-0.6
Creighton,L, 66_61 ,0
Seton Hall,L, 85_68 ,-7.5
St. John's,W, 69_61 ,0.3
Providence,W, 74_73 ,0.9
Butler,W, 68_55 ,9.7
Connecticut,L, 80_72 ,-3.4
St. John's,L, 93_84 ,-5.8
Butler,W, 63_51 ,4
Providence,L, 83_68 ,-7.9
Creighton,W, 77_69 ,4.2
Georgetown,L, 72_66 ,-8.7
Marquette,+1.4, 72_7044%,
