Opponent,Results,Score,PlusMinus
Georgia Tech,W, 123_120 4OT,2.1
Toccoa Falls,W, 105_60 ,-
Mercer,L, 86_69 ,-4.7
Charlotte,W, 76_65 ,-0.1
Mercer,W, 88_81 ,9.1
Carver,W, 122_57 ,-
College of Charleston,W, 72_55 ,10.1
Coastal Carolina,L, 81_69 ,-6.5
Coastal Carolina,W, 70_62 ,8.8
Coastal Carolina,W, 71_68 ,-3.2
Appalachian St.,L, 80_71 ,0.3
Appalachian St.,L, 74_61 ,-3.7
South Alabama,L, 70_67 ,-0.8
Georgia Southern,W, 79_75 ,-1.9
Troy,W, 80_66 ,6.5
Troy,W, 65_53 ,10.4
Appalachian St.,W, 85_71 ,8
South Alabama,W, 84_81 ,4.6
South Alabama,W, 82_73 ,9.1
