Opponent,Results,Score,PlusMinus
Xavier,L, 101_49 ,-27.6
Toledo,L, 80_53 ,-15
Bradley,L, 74_60 ,-11.2
Michigan,L, 81_71 OT,-1.1
Purdue,L, 93_50 ,-13.9
Oklahoma St.,L, 84_71 ,-0.7
Michigan St.,L, 109_91 ,-7.8
Illinois Chicago,L, 74_72 ,4
Illinois Chicago,L, 90_73 ,-11.7
Detroit,W, 77_75 OT,-3.1
Detroit,W, 83_80 ,-3
Wright St.,L, 90_51 ,-22.3
Wright St.,W, 81_71 ,2.8
Green Bay,L, 84_81 OT,-1.5
Green Bay,L, 87_78 ,1.6
Youngstown St.,W, 82_65 ,2.2
Youngstown St.,W, 81_74 ,0.5
Detroit,W, 86_81 ,14.9
Detroit,L, 82_72 ,-4.5
Fort Wayne,W, 81_66 ,7.2
Fort Wayne,W, 82_75 ,5.7
Cleveland St.,L, 80_72 ,-9.8
Cleveland St.,L, 80_78 ,-3.4
Robert Morris,L, 88_82 2OT,2.4
Robert Morris,W, 86_81 ,9.6
Milwaukee,W, 85_81 ,3.8
Milwaukee,L, 89_87 2OT,1.9
Youngstown St.,W, 87_83 OT,4
Northern Kentucky,+0.8, 74_7347%,
