Opponent,Results,Score,PlusMinus
Fort Wayne,L, 67_63 OT,-5.1
UAB,L, 84_59 ,-14.1
LSU,L, 96_43 ,-20.6
Cal Baptist,W, 81_80 ,-4.7
Cal Baptist,L, 83_66 ,-12.4
Louisiana Tech,L, 78_69 ,0.4
Texas A&M,L, 69_52 ,-11
Grambling St.,W, 77_70 ,2.7
Lamar,L, 74_64 ,-4.2
Sam Houston St.,L, 70_52 ,-14.8
Nicholls St.,L, 87_67 ,-10.5
Texas A&M Corpus Chris,W, 76_63 ,4.8
Abilene Christian,L, 76_42 ,-19.8
McNeese St.,W, 92_88 ,1.6
Northwestern St.,L, 73_68 ,-9
Central Arkansas,W, 69_57 ,4.8
New Orleans,W, 79_73 ,1.5
Sam Houston St.,L, 79_61 ,-8
Nicholls St.,L, 86_84 OT,-5
Texas A&M Corpus Chris,W, 78_75 ,2.4
McNeese St.,L, 95_91 ,-6
Northwestern St.,L, 79_61 ,-15.5
Central Arkansas,L, 88_71 ,-11.6
New Orleans,+10.2, 80_7017%,
