Opponent,Results,Score,PlusMinus
Pacific,L, 66_60 ,-8.4
Washington,W, 57_42 ,6.9
Denver,W, 83_63 ,14.4
Northern Arizona,W, 74_50 ,21.7
Hawaii,L, 88_83 ,-3.7
Hawaii,W, 70_68 ,2.7
USC,L, 67_62 OT,0.3
Cal Poly,W, 86_51 ,2.9
Cal Poly,W, 70_53 ,5.4
Cal St. Bakersfield,L, 47_45 ,0.4
Cal St. Bakersfield,W, 70_63 ,0.8
UC San Diego,W, 71_59 ,12.5
UC Irvine,W, 86_65 ,14.4
UC Irvine,L, 73_67 ,0.5
UC San Diego,W, 81_75 ,5
UC San Diego,L, 83_82 OT,2.6
UC Santa Barbara,L, 72_68 ,-3.2
UC Santa Barbara,W, 68_52 ,9.8
Cal St. Northridge,-11.5, 79_6786%,
Cal St. Northridge,-11.5, 79_6786%,
