Opponent,Results,Score,PlusMinus
Lewis,W, 76_48 ,-
Chicago St.,W, 88_51 ,10.1
Illinois Chicago,W, 77_66 ,8.1
Wisconsin,L, 77_63 ,-4.9
Richmond,L, 75_73 ,-9.3
St. Francis (IL),W, 92_55 ,-
Illinois St.,W, 90_60 ,15.2
Illinois St.,W, 86_55 ,12.6
North Texas,W, 57_49 ,3.8
Indiana St.,L, 76_71 ,4.5
Indiana St.,W, 58_48 ,1.3
Northern Iowa,W, 72_57 ,0.4
Northern Iowa,W, 88_46 ,10.9
Valparaiso,W, 75_39 ,12.1
Bradley,W, 69_56 ,16.7
Bradley,W, 65_58 ,-3.6
Missouri St.,W, 72_46 ,19.4
Missouri St.,W, 70_50 ,13.3
Evansville,W, 68_55 ,6.1
Evansville,W, 69_58 ,7.1
Drake,W, 81_54 ,4.3
Drake,L, 51_50 OT,1.9
Valparaiso,W, 54_52 ,-1.4
Southern Illinois,W, 60_52 ,4.2
Southern Illinois,W, 65_58 OT,5.5
