Opponent,Results,Score,PlusMinus
Belmont,L, 79_64 ,-10.9
IUPUI,L, 69_66 ,-2.7
Belmont,L, 88_63 ,-7.9
Crowley's Ridge,W, 90_68 ,-
Chattanooga,L, 66_63 ,3.7
Austin Peay,L, 68_59 ,-6
Southeast Missouri St.,L, 83_79 2OT,-0.6
Tennessee Martin,W, 74_62 ,1.7
Jacksonville St.,L, 65_64 ,4.5
Tennessee Tech,L, 74_71 ,-7.1
Southeast Missouri St.,L, 63_59 ,-4.2
SIU Edwardsville,L, 67_65 ,0.2
Eastern Illinois,W, 65_54 ,5.3
Murray St.,L, 73_53 ,-8.2
Austin Peay,L, 71_56 ,-13.9
SIU Edwardsville,L, 68_60 ,-7.9
Eastern Illinois,L, 86_72 ,-13.7
Morehead St.,L, 79_66 ,-5.2
Eastern Kentucky,L, 93_73 ,-14.2
Tennessee Tech,W, 91_86 ,1.5
Jacksonville St.,L, 77_76 ,3.5
Morehead St.,L, 74_60 ,-7.6
Eastern Kentucky,L, 89_84 ,-5.2
