Opponent,Results,Score,PlusMinus
Howard,W, 95_78 ,12.6
George Mason,W, 77_67 ,0.8
Queens (NC),W, 73_61 ,-
Samford,L, 96_83 ,-10.1
Tennessee St.,W, 79_64 ,10.9
Lipscomb,W, 81_71 ,8.2
Kennesaw St.,W, 64_53 ,9.8
Tennessee St.,W, 88_63 ,7.9
Evansville,W, 72_63 ,5.4
Murray St.,W, 68_55 ,6
Tennessee Martin,W, 90_69 ,15.1
Southeast Missouri St.,W, 77_66 ,5.8
Tennessee Martin,W, 89_69 ,5.7
Tennessee Tech,W, 88_67 ,13.6
Jacksonville St.,W, 98_91 ,-2.5
Eastern Illinois,W, 79_66 ,2.9
SIU Edwardsville,W, 114_62 ,25.6
Austin Peay,W, 81_76 ,-1.9
Murray St.,W, 72_71 ,-2.8
Eastern Illinois,W, 89_61 ,12.7
SIU Edwardsville,W, 94_62 ,17.1
Eastern Kentucky,W, 92_74 ,13.8
Morehead St.,W, 73_58 ,8.8
Jacksonville St.,W, 63_59 ,-2.5
Tennessee Tech,W, 90_66 ,12
Eastern Kentucky,L, 81_67 ,-11.5
Morehead St.,L, 89_82 OT,-0.2
SIU Edwardsville,W, 78_61 ,8.2
