Opponent,Results,Score,PlusMinus
College of Charleston,W, 79_60 ,7.5
UNLV,W, 78_51 ,3.2
Stanford,W, 67_63 ,-0.5
Texas,L, 69_67 ,-4.2
Iowa,L, 93_80 ,-8.4
North Carolina Central,W, 73_67 ,2.1
Kentucky,W, 75_63 ,-0.7
North Carolina St.,L, 79_76 ,-6.7
Georgia Tech,L, 72_67 ,3.4
Notre Dame,W, 66_65 ,-1.6
Miami FL,W, 67_65 ,-1
Syracuse,W, 81_75 ,2.6
Florida St.,L, 82_75 ,-3.9
Wake Forest,W, 80_73 ,1.7
North Carolina St.,W, 86_76 ,6.3
Pittsburgh,W, 75_65 ,6
Clemson,L, 63_50 ,-8
Duke,W, 91_87 ,5
Virginia,L, 60_48 ,-9.6
Northeastern,W, 82_62 ,9.5
Louisville,W, 99_54 ,10.6
Marquette,L, 83_70 ,-9.2
Florida St.,W, 78_70 ,-2.1
Syracuse,L, 72_70 ,-1.8
Duke,-1.5, 76_7456%,
