Opponent,Results,Score,PlusMinus
SIU Edwardsville,W, 94_81 ,10.5
Saint Louis,L, 85_81 ,-3.6
Southeastern Louisiana,W, 96_43 ,20.6
Louisiana Tech,W, 86_55 ,13.5
Sam Houston St.,W, 88_66 ,10.2
Nicholls St.,W, 86_80 ,6.3
Texas A&M,W, 77_54 ,9
Florida,L, 83_79 ,-1.8
Georgia,W, 94_92 OT,-0
Mississippi,W, 75_61 ,15.1
Arkansas,W, 92_76 ,18.1
South Carolina,W, 85_80 ,-4
Alabama,L, 105_75 ,-23.5
Kentucky,L, 82_69 ,-10.1
Texas A&M,W, 78_66 ,4.5
Texas Tech,L, 76_71 ,2
Alabama,L, 78_60 ,-8.8
Mississippi St.,W, 94_80 ,3.5
Tennessee,W, 78_65 ,6.7
Auburn,W, 104_80 ,14.2
Georgia,L, 91_78 ,-10
Arkansas,L, 83_75 ,0
Vanderbilt,W, 83_68 ,15.1
Missouri,+2.3, 79_7742%,
