Opponent,Results,Score,PlusMinus
Liberty,W, 77_64 ,6.4
Clemson,L, 81_70 ,-6
Oakland,W, 93_50 ,13.9
Valparaiso,W, 68_61 ,-3.3
Miami FL,L, 58_54 ,10.4
Indiana St.,W, 80_68 ,4.4
Ohio St.,W, 67_60 ,5
Notre Dame,W, 88_78 ,7.9
Iowa,L, 70_55 ,-7
Maryland,W, 73_70 ,7.5
Rutgers,L, 81_76 ,-3.3
Illinois,L, 66_58 ,-3.4
Michigan St.,W, 55_54 ,-5.8
Indiana,W, 81_69 ,5.8
Penn St.,W, 80_72 ,6.7
Ohio St.,W, 67_65 ,-4.2
Michigan,L, 70_53 ,-10.7
Minnesota,W, 81_62 ,-0.8
Maryland,L, 61_60 ,1.9
Northwestern,W, 75_70 ,5.3
Minnesota,L, 71_68 ,1
Michigan St.,W, 75_65 ,3
Nebraska,W, 75_58 ,4.2
Penn St.,W, 73_52 ,10.2
Wisconsin,W, 73_69 ,0.4
Indiana,-5.6, 69_6373%,
