Opponent,Results,Score,PlusMinus
Auburn,L, 96_91 OT,-3.9
Kansas,L, 94_72 ,-3.7
Drexel,L, 81_77 ,-3.4
Villanova,L, 88_68 ,-7.6
Tennessee,L, 102_66 ,-17.2
VCU,L, 80_64 ,-4.3
Rhode Island,L, 85_77 OT,-0.2
St. Bonaventure,L, 83_57 ,-5.1
Albany,W, 67_64 ,1.2
Davidson,L, 80_66 ,-4.6
La Salle,L, 90_83 ,-5.9
George Mason,L, 87_85 2OT,-2.2
George Mason,L, 71_62 ,-6.1
Richmond,L, 79_56 ,-9
Duquesne,L, 67_50 ,-15.5
La Salle,W, 91_82 OT,0.3
Dayton,W, 97_84 ,11.6
Richmond,W, 76_73 ,5.1
La Salle,W, 72_66 ,0.8
Massachusetts,+5.7, 80_7430%,
