Opponent,Results,Score,PlusMinus
Kentucky,L, 81_45 ,-15.2
Richmond,L, 82_64 ,-8.8
Arkansas St.,W, 69_61 ,1.8
Ohio St.,L, 77_44 ,-9.3
Eastern Kentucky,L, 71_68 ,5.4
Transylvania,W, 77_55 ,-
Transylvania,W, 81_55 ,-
Eastern Kentucky,W, 75_62 ,6.8
SIU Edwardsville,L, 69_65 ,-4.6
Clemson,L, 66_51 ,-9.3
Murray St.,W, 61_56 ,6.1
Tennessee Tech,W, 57_54 ,0.7
Jacksonville St.,W, 56_55 ,4.5
Eastern Illinois,W, 87_61 ,11.3
Southeast Missouri St.,W, 64_50 ,6.2
Southeast Missouri St.,W, 76_65 ,2.9
Tennessee Martin,W, 76_44 ,7.1
Jacksonville St.,W, 85_66 ,6.9
Tennessee Tech,W, 74_55 ,7.9
Murray St.,W, 66_56 ,3.1
Austin Peay,W, 75_74 OT,-4.3
Tennessee St.,W, 79_66 ,5.2
Belmont,L, 73_58 ,-8.8
Tennessee Martin,W, 79_69 ,9.4
SIU Edwardsville,W, 56_48 ,2.2
Tennessee St.,W, 74_60 ,7.6
Belmont,W, 89_82 OT,0.2
Southeast Missouri St.,W, 61_54 ,6.3
