Opponent,Results,Score,PlusMinus
Lander,W, 99_63 ,-
Tennessee Tech,W, 62_54 ,1
Northern Kentucky,W, 79_72 ,4.3
Middle Tennessee,W, 80_70 ,2.6
Bellarmine,W, 77_68 ,4.2
North Georgia,W, 81_63 ,-
UNC Asheville,W, 69_66 ,-1.5
UAB,W, 69_66 ,1.7
Tennessee St.,W, 66_63 ,-3.7
Furman,L, 77_73 ,-2.1
VMI,L, 84_79 ,-5.4
Samford,W, 73_68 ,2.6
The Citadel,L, 92_87 ,-1.3
Mercer,W, 83_80 ,-5.3
Wofford,L, 77_59 ,3
Samford,W, 70_64 ,1.5
UNC Greensboro,L, 74_66 ,0.8
Western Carolina,W, 74_67 ,-1.3
East Tennessee St.,W, 67_65 ,8.7
Wofford,W, 78_66 ,15
The Citadel,W, 70_66 ,6.2
East Tennessee St.,W, 53_51 ,4.9
Western Carolina,W, 89_81 OT,-3.3
UNC Greensboro,L, 60_55 ,1.7
Mercer,L, 81_77 OT,2.2
East Tennessee St.,+0.5, 66_6548%,
