Opponent,Results,Score,PlusMinus
Texas A&M Intl,W, 64_53 ,-
Texas St.,L, 75_63 ,-3.3
SMU,L, 91_54 ,-16.4
UT Rio Grande Valley,L, 62_59 ,-6.4
UT Rio Grande Valley,L, 68_64 ,-0.6
Texas Tech,L, 77_57 ,-12.1
Texas St.,L, 51_46 ,-1.6
Our Lady of the Lake,W, 99_72 ,-
Paul Quinn,W, 59_35 ,-
Southeastern Louisiana,L, 76_63 ,-4.8
New Orleans,L, 87_68 ,-13.7
Incarnate Word,L, 72_53 ,-2.6
Sam Houston St.,L, 75_70 ,-3.9
Stephen F. Austin,L, 84_75 ,-6.6
Incarnate Word,L, 58_53 ,-0.1
Abilene Christian,L, 82_69 ,-3.3
Stephen F. Austin,L, 80_68 ,-18.2
Abilene Christian,L, 83_55 ,-17.5
Lamar,W, 77_68 ,9.6
Southeastern Louisiana,L, 78_75 ,-2.4
New Orleans,L, 69_61 ,-3.7
Lamar,L, 66_47 ,-4.8
Sam Houston St.,L, 84_61 ,-16.5
Houston Baptist,+4.8, 74_6932%,
