Opponent,Results,Score,PlusMinus
Alcorn St.,W, 99_50 ,15.6
Southeastern Louisiana,W, 84_59 ,14.1
Kennesaw St.,W, 73_48 ,12.4
Troy,W, 77_55 ,13.8
Tuskegee,W, 89_64 ,-
East Tennessee St.,W, 65_61 ,1
Southern,W, 88_46 ,18.6
Chattanooga,L, 69_66 ,-1.7
Southern Miss,W, 72_60 ,7.9
Southern Miss,W, 62_58 ,7.3
Charlotte,W, 61_37 ,19.4
Charlotte,L, 70_55 ,-5.1
Rice,W, 78_68 ,6.3
Rice,W, 86_74 ,5.5
Middle Tennessee,W, 70_59 ,-0.1
Middle Tennessee,W, 63_52 ,-1
UTEP,W, 63_51 ,6.7
UTEP,W, 75_60 ,2
Louisiana Tech,L, 70_58 ,-6.3
Louisiana Tech,L, 69_64 ,-3.4
Old Dominion,W, 76_69 ,3.2
Old Dominion,L, 65_58 ,-2.6
Rust,W, 117_45 ,-
UTSA,W, 64_57 ,4
UTSA,L, 96_79 ,-7.1
North Texas,+5.9, 64_5825%,
North Texas,+5.9, 64_5825%,
