Opponent,Results,Score,PlusMinus
Kansas St.,W, 80_70 ,1.3
South Dakota,W, 69_53 ,7.6
Nebraska Omaha,W, 87_66 ,10.1
St. Ambrose,W, 97_53 ,-
McKendree,W, 90_66 ,-
Air Force,W, 81_53 ,10.8
South Dakota,W, 75_57 ,6.6
Chicago St.,W, 111_67 ,15.3
North Dakota,W, 88_55 ,9
Indiana St.,W, 81_63 ,6.5
Indiana St.,W, 73_66 ,-0.8
Southern Illinois,W, 73_55 ,3.8
Southern Illinois,W, 86_55 ,14.5
Missouri St.,W, 68_61 ,-4.3
Missouri St.,W, 78_73 ,5.1
Illinois St.,W, 78_76 OT,1.1
Illinois St.,W, 95_60 ,11.3
Valparaiso,W, 80_77 ,-1.9
Valparaiso,L, 74_57 ,-9.7
Northern Iowa,W, 80_59 ,7.1
Loyola Chicago,L, 81_54 ,-4.3
Loyola Chicago,W, 51_50 OT,-1.9
Northern Iowa,W, 77_69 ,2.1
Evansville,W, 85_71 ,12.9
Evansville,W, 74_63 ,3.1
Bradley,W, 80_71 ,6
Bradley,L, 67_61 ,-2.2
