Opponent,Results,Score,PlusMinus
Truman,W, 80_66 ,-
Purdue,L, 80_68 ,-4.4
Saint Louis,L, 78_59 ,-11.1
Ball St.,W, 67_57 ,7.4
Southeast Missouri St.,W, 72_66 ,8.9
Drake,L, 81_63 ,-6.5
Drake,L, 73_66 ,0.8
Missouri St.,L, 84_74 ,-13.8
Missouri St.,L, 70_66 ,0.2
Loyola Chicago,W, 76_71 ,-4.5
Loyola Chicago,L, 58_48 ,-1.3
Illinois St.,W, 73_65 ,5.7
Illinois St.,W, 74_68 ,6.5
Southern Illinois,W, 69_66 ,-1.1
Southern Illinois,W, 71_59 ,3.3
Bradley,W, 60_57 ,2.7
Bradley,W, 67_55 ,4.8
Northern Iowa,W, 61_57 ,-0.2
Northern Iowa,L, 70_67 ,4.6
Evansville,W, 76_70 ,2.8
Evansville,W, 87_73 ,6.5
Valparaiso,W, 58_43 ,13.3
Valparaiso,L, 70_58 ,-12.1
Evansville,-5.5, 69_6372%,
