Opponent,Results,Score,PlusMinus
UMass Lowell,L, 76_68 ,-0.7
Towson,W, 79_68 ,4.2
Virginia,W, 61_60 ,-0.9
Rhode Island,L, 84_71 ,-8.1
Nevada,W, 85_60 ,8.2
Cal Poly,W, 88_60 ,9
Long Beach St.,W, 107_62 ,11
California,L, 72_70 ,6.1
Oregon,L, 74_64 ,-8.5
Grand Canyon,W, 68_65 ,3.1
San Diego,W, 70_62 ,0.7
Gonzaga,L, 85_62 ,-9
Portland,W, 88_64 ,6.5
Loyola Marymount,L, 68_60 ,-7.5
Portland,W, 79_63 ,7.6
BYU,L, 72_63 ,0.7
Santa Clara,W, 73_50 ,5.4
Saint Mary's,L, 67_63 ,-6.7
Pepperdine,L, 76_68 ,3.3
Gonzaga,L, 100_61 ,-18.4
Loyola Marymount,L, 68_63 ,2.6
BYU,L, 79_73 ,-6.1
Pacific,L, 76_69 ,-4.3
San Diego,-4, 73_6966%,
