Opponent,Results,Score,PlusMinus
Washington St.,L, 56_52 ,0.3
Oklahoma St.,L, 85_65 ,-10.4
Wyoming,W, 76_74 ,-8.3
Saint Mary's,L, 82_70 ,-1.9
LeTourneau,W, 103_60 ,-
Auburn,L, 80_63 ,-5.4
BYU,L, 87_71 ,-12.5
Prairie View A&M,L, 71_67 ,-7.4
Grambling St.,L, 78_72 ,2.8
Arkansas Pine Bluff,W, 66_57 ,5.1
Alabama St.,W, 80_73 ,7.3
Alabama A&M,W, 66_49 ,8.3
UT Rio Grande Valley,W, 77_75 ,0.4
Grambling St.,W, 75_73 ,2.8
Prairie View A&M,L, 77_75 ,-4.5
Mississippi Valley St.,W, 82_45 ,18.2
Arkansas Pine Bluff,W, 79_65 ,1.2
Alabama St.,W, 86_76 ,13.9
Alabama A&M,W, 68_58 ,11.6
Alcorn St.,-11.7, 77_6587%,
Southern,-7.3, 75_6776%,
