Opponent,Results,Score,PlusMinus
Michigan St.,L, 80_70 ,-10.5
Detroit,W, 78_70 ,3.5
Ohio St.,L, 90_85 ,2.3
Kentucky,W, 64_63 ,12.7
Duke,L, 75_65 ,-8.5
Purdue,L, 88_78 ,-7.9
Bellarmine,W, 81_70 ,4
Virginia,L, 66_57 ,-5.1
North Carolina,L, 66_65 ,1.6
Virginia Tech,L, 77_63 ,-0.6
Virginia,L, 80_68 ,-10.5
Boston College,W, 80_70 ,8
Miami FL,W, 73_59 ,6.3
Virginia Tech,L, 62_51 ,-9.7
Pittsburgh,W, 84_58 ,10.5
Wake Forest,W, 79_58 ,8.6
Georgia Tech,L, 82_80 ,7.4
Duke,W, 93_89 ,-4.1
Miami FL,W, 71_61 ,1.4
Syracuse,L, 75_67 ,7.9
Louisville,L, 69_57 ,-7.7
Boston College,L, 94_90 ,-7.7
North Carolina St.,L, 80_69 ,-8.3
Florida St.,+7.8, 81_7324%,
