Opponent,Results,Score,PlusMinus
Wake Forest,L, 71_60 ,-4.2
VMI,L, 84_71 ,-3
Greensboro,L, 67_64 ,-
North Carolina A&T,W, 77_60 ,9.6
Radford,L, 67_66 ,-4.6
Radford,L, 62_53 ,4.6
The Citadel,L, 91_89 ,-2.5
Virginia Tech,L, 84_58 ,-8.4
UNC Asheville,L, 80_73 ,0.8
UNC Asheville,W, 65_55 ,6.6
USC Upstate,L, 71_69 ,0.7
USC Upstate,L, 65_59 ,-4.2
Campbell,L, 64_58 ,-2.6
Campbell,W, 78_69 ,-1.5
Winthrop,L, 72_61 ,-7.7
Winthrop,L, 70_50 ,-8.8
High Point,W, 75_54 ,12.6
High Point,W, 67_54 ,1.3
Presbyterian,W, 49_45 ,3.7
Presbyterian,L, 66_54 ,-5.8
Gardner Webb,W, 57_54 ,-2.5
Gardner Webb,W, 78_71 ,8.3
Hampton,W, 83_73 ,11.7
Charleston Southern,W, 70_62 ,6.7
Charleston Southern,W, 64_58 ,1.9
Hampton,L, 74_68 ,-5
UNC Asheville,W, 77_61 ,11
Winthrop,+10.5, 76_6515%,
