Opponent,Results,Score,PlusMinus
Morgan St.,W, 62_55 ,3.2
Navy,L, 73_67 ,-4.6
Maryland,L, 79_61 ,-2.5
VCU,L, 60_42 ,-10.2
St. Francis PA,W, 75_57 ,8.1
St. Francis NY,L, 70_55 ,0.2
St. Francis NY,L, 67_55 ,-0.2
Merrimack,W, 77_57 ,8
Merrimack,W, 63_52 ,13.3
Central Connecticut,W, 67_57 ,-1.1
Central Connecticut,L, 65_64 ,-0.7
Sacred Heart,L, 61_58 ,-4.6
Sacred Heart,W, 76_64 ,9
LIU Brooklyn,W, 66_60 ,-3.6
LIU Brooklyn,W, 64_46 ,5.5
Wagner,L, 61_39 ,-8.5
Wagner,L, 57_55 ,-4.4
Fairleigh Dickinson,L, 76_71 OT,-1
Fairleigh Dickinson,W, 74_61 ,-3
St. Francis PA,W, 72_65 OT,-2.5
Wagner,+3.7, 60_5733%,
