Opponent,Results,Score,PlusMinus
Saint Peter's,W, 76_75 ,1.3
La Salle,W, 82_65 ,8.4
Boston College,W, 97_93 ,5.2
BYU,L, 74_68 ,-4.4
Stony Brook,W, 89_66 ,7.8
Rider,W, 82_79 ,-0.7
Seton Hall,L, 77_68 ,-5.9
Georgetown,L, 97_94 OT,0.4
Creighton,L, 94_76 ,-8.9
Georgetown,W, 94_83 ,9
Xavier,L, 69_61 ,-0.3
Creighton,L, 97_79 ,-11.4
Butler,W, 69_57 ,6.6
Marquette,L, 73_71 ,-2.8
Connecticut,W, 74_70 ,-4.6
Utah Valley,W, 96_78 ,7.6
DePaul,W, 81_68 ,8.9
Marquette,W, 75_73 ,6.4
Villanova,W, 70_59 ,4.3
Providence,W, 92_81 ,6.8
Butler,L, 76_73 OT,3.8
Xavier,W, 93_84 ,5.8
DePaul,L, 88_83 ,-6
Villanova,L, 81_58 ,-14.7
Providence,W, 81_67 ,-2
Seton Hall,-0.7, 77_7653%,
