Opponent,Results,Score,PlusMinus
UAB,L, 99_50 ,-15.6
Houston,L, 88_55 ,-12.7
Liberty,L, 108_65 ,-18.5
Vanderbilt,L, 87_59 ,-16.4
Baylor,L, 105_76 ,-19.2
Grambling St.,L, 79_74 ,-6.3
Mississippi Valley St.,W, 71_59 ,8.3
Arkansas Pine Bluff,W, 82_48 ,7.3
Alabama St.,W, 57_52 ,11
Southern,L, 76_59 ,-14.1
Jackson St.,L, 74_66 ,-6.7
Grambling St.,L, 67_62 ,-2.8
Mississippi Valley St.,W, 70_56 ,8.8
Alabama A&M,W, 65_52 ,4.7
Alabama St.,W, 68_59 ,3.8
Southern,L, 89_75 ,-7.8
Texas Southern,+11.7, 77_6513%,
Prairie View A&M,+12.2, 73_6011%,
