Opponent,Results,Score,PlusMinus
UNC Greensboro,W, 75_67 ,1.8
Little Rock,W, 80_75 ,5.4
USC Upstate,W, 95_77 ,16.5
USC Upstate,W, 107_77 ,9.2
Furman,W, 87_71 ,14.1
Campbell,W, 84_83 ,3.2
Campbell,W, 94_76 ,8
Charleston Southern,W, 85_69 ,9
Charleston Southern,W, 78_76 ,4.1
Gardner Webb,W, 75_65 ,6.2
Gardner Webb,W, 91_83 ,2.8
Longwood,W, 72_61 ,7.7
Longwood,W, 70_50 ,8.8
Presbyterian,W, 72_58 ,4.6
Presbyterian,W, 78_66 ,9.8
UNC Asheville,W, 84_80 ,7.2
UNC Asheville,L, 57_55 ,0.1
Radford,W, 80_64 ,6
Radford,W, 55_47 ,0
High Point,W, 76_70 ,-0.2
High Point,W, 71_63 ,4.8
High Point,W, 83_54 ,17
Longwood,-10.5, 76_6585%,
