Opponent,Results,Score,PlusMinus
Keene State,W, 93_54 ,-
Bryant,L, 93_85 ,-1.9
Quinnipiac,L, 64_58 ,-6.8
Hartford,W, 77_69 ,-2.6
Hartford,W, 53_51 ,2.3
Maine,L, 59_56 ,-0.1
Maine,W, 62_58 ,3.2
UMBC,L, 69_54 ,-11.7
UMBC,L, 68_66 ,2.3
Stony Brook,W, 81_64 ,-1.7
Stony Brook,W, 67_64 ,-1.1
Albany,W, 71_64 ,7.8
Albany,L, 83_64 ,-16.1
Binghamton,L, 65_44 ,-6.2
Binghamton,W, 71_65 OT,-1.1
UMass Lowell,L, 74_69 ,1.5
UMass Lowell,W, 74_63 ,1.2
UMass Lowell,W, 69_67 ,-1.3
UMass Lowell,L, 72_64 ,-8.9
