Opponent,Results,Score,PlusMinus
Rutgers,L, 70_56 ,-11.1
Fairleigh Dickinson,W, 73_58 ,3.2
Iona,L, 82_74 ,-4.3
Stony Brook,W, 72_67 ,10.9
Monmouth,W, 96_88 ,2.2
St. Bonaventure,L, 77_69 ,-8.9
Richmond,W, 76_71 ,2.3
William & Mary,W, 61_56 ,7.5
William & Mary,W, 82_73 ,4.7
Northeastern,L, 81_78 OT,5.4
Northeastern,L, 67_56 ,-2
Delaware,L, 74_56 ,-3.9
Delaware,W, 68_67 ,10.8
Towson,W, 71_58 ,5.3
Towson,W, 74_69 ,6.3
UNC Wilmington,W, 82_73 ,2.4
UNC Wilmington,W, 89_83 ,5
Drexel,L, 73_71 ,-5.5
Drexel,W, 79_74 ,3.9
James Madison,L, 93_89 ,5.5
James Madison,L, 74_70 ,-6.3
Delaware,-2.7, 70_6761%,
