Opponent,Results,Score,PlusMinus
Illinois,L, 122_60 ,-28.8
Ohio,L, 84_72 ,-8.4
Chicago St.,W, 74_44 ,10.5
Charleston Southern,W, 70_63 ,4.1
The Citadel,L, 78_70 ,4.7
Stanford,L, 78_46 ,-14.7
Longwood,L, 77_60 ,-9.6
VCU,L, 95_59 ,-13.2
Western Carolina,L, 104_98 OT,-6.5
Greensboro,W, 91_45 ,-
Charlotte,L, 76_72 ,-1.5
UNC Greensboro,L, 86_65 ,-10.8
South Carolina St.,W, 97_86 ,10.6
South Carolina St.,W, 73_66 ,-3.9
Carver,W, 112_46 ,-
Florida A&M,W, 70_58 ,6.6
Florida A&M,W, 67_65 ,-7.7
Florida A&M,L, 71_57 ,-9.2
Florida A&M,W, 70_63 ,11.8
North Carolina Central,W, 79_63 ,6.3
North Carolina Central,W, 55_53 ,1.6
