Opponent,Results,Score,PlusMinus
Vanderbilt,L, 77_71 ,-1.1
Illinois Chicago,L, 66_50 ,-5.5
Purdue,L, 68_61 ,3.3
Judson (IL),W, 85_45 ,-
SIU Edwardsville,W, 80_58 ,10.2
Central Michigan,L, 84_79 ,-5.1
Purdue Northwest,W, 89_71 ,-
Toledo,L, 71_57 ,-3
Missouri St.,L, 81_68 ,-8.4
Missouri St.,L, 78_68 ,-7.8
DePaul,L, 77_58 ,-14.1
Loyola Chicago,L, 75_39 ,-12.1
Illinois St.,W, 69_60 ,7.6
Illinois St.,W, 70_66 ,5.5
Bradley,W, 91_85 2OT,-0.9
Evansville,L, 70_52 ,-10.6
Evansville,L, 58_51 ,4.7
Drake,L, 80_77 ,1.9
Drake,W, 74_57 ,9.7
Bradley,L, 76_52 ,-8.9
Northern Iowa,W, 70_57 ,11.5
Northern Iowa,L, 74_60 ,-6.2
Loyola Chicago,L, 54_52 ,1.4
Southern Illinois,W, 66_65 ,-1.1
Southern Illinois,L, 67_64 ,-3.8
Indiana St.,L, 58_43 ,-13.3
Indiana St.,W, 70_58 ,12.1
Missouri St.,+5.7, 70_6427%,
