Opponent,Results,Score,PlusMinus
Maryland,L, 85_67 ,-9.8
William & Mary,W, 86_78 ,3.9
Norfolk St.,W, 80_66 ,6.4
VCU,L, 77_54 ,-12.8
Northeastern,W, 66_62 ,4.7
Va. Wesleyan,W, 77_57 ,-
FIU,L, 82_67 ,-9.5
FIU,W, 71_66 ,5
Florida Atlantic,W, 71_67 ,3.7
Florida Atlantic,W, 64_55 ,-1.4
Rice,L, 69_59 ,-10.4
Rice,W, 61_58 ,4.9
Marshall,W, 82_81 ,-4.8
Marshall,L, 87_67 ,-14.1
Charlotte,W, 78_76 OT,0.5
Charlotte,W, 64_45 ,13.3
UAB,L, 76_69 ,-3.2
UAB,W, 65_58 ,2.6
Middle Tennessee,W, 67_61 ,8.8
Middle Tennessee,W, 73_60 ,10.5
Western Kentucky,+8.6, 72_6319%,
Western Kentucky,+8.6, 72_6319%,
