Opponent,Results,Score,PlusMinus
Virginia,L, 89_54 ,-14.5
San Francisco,L, 79_68 ,-4.2
Buffalo,L, 74_65 ,-8.7
George Mason,L, 70_65 ,-4.5
Coppin St.,W, 78_73 ,-1.2
James Madison,L, 81_72 ,-5.4
UNC Wilmington,W, 72_69 ,2
UNC Wilmington,W, 78_74 ,0.5
Hofstra,L, 71_58 ,-5.3
Hofstra,L, 74_69 ,-6.3
James Madison,L, 78_63 ,-10.2
William & Mary,L, 84_74 ,-12.7
William & Mary,L, 75_74 ,3.4
College of Charleston,L, 90_88 2OT,1.2
College of Charleston,L, 66_53 ,-8.8
Northeastern,L, 76_67 ,-5.4
Northeastern,W, 68_57 ,6.3
Elon,+2.8, 68_6538%,
