Opponent,Results,Score,PlusMinus
Evansville,W, 93_87 2OT,7
Bethel (TN),W, 95_60 ,-
Southeast Missouri St.,W, 69_67 ,3.6
Western Illinois,L, 81_63 ,-13.2
Mississippi,L, 90_43 ,-22
Jacksonville St.,L, 80_70 ,-12.3
Belmont,L, 90_69 ,-15.1
Tennessee St.,L, 74_62 ,-1.7
Belmont,L, 89_69 ,-5.7
Murray St.,L, 79_57 ,-6.9
Eastern Kentucky,L, 113_73 ,-8
Morehead St.,L, 76_44 ,-7.1
Southeast Missouri St.,W, 69_66 ,1.2
Eastern Illinois,W, 51_41 ,3.3
SIU Edwardsville,L, 76_60 ,-10.1
Jacksonville St.,L, 82_70 ,-6.7
Tennessee Tech,W, 66_64 ,-1.5
Austin Peay,W, 76_75 ,0.3
Austin Peay,L, 71_50 ,-13.6
Murray St.,L, 84_55 ,-17.3
Eastern Kentucky,L, 89_72 ,-1.6
Morehead St.,L, 79_69 ,-9.4
SIU Edwardsville,L, 66_53 ,-10.2
Eastern Illinois,W, 73_68 ,0.4
