Opponent,Results,Score,PlusMinus
Liberty,L, 78_62 ,-10.1
Tulsa,W, 69_58 ,1.5
Houston,L, 77_67 ,-1.8
Florida A&M,W, 78_71 ,0.9
Texas A&M,W, 78_54 ,7.3
LSU,L, 85_80 ,4
Missouri,L, 81_70 ,-10.9
Auburn,L, 109_86 ,-11.6
Georgia,W, 83_59 ,5.7
Vanderbilt,L, 93_81 ,-11.3
Florida,W, 72_66 ,0.2
Mississippi St.,L, 75_59 ,-4.6
Alabama,L, 81_78 ,-1
Mississippi,L, 81_74 ,-7.7
Tennessee,L, 93_73 ,-6.8
Missouri,L, 93_78 ,-10.7
Mississippi St.,L, 69_48 ,-13.1
Georgia,W, 91_70 ,7.8
Arkansas,L, 101_73 ,-9.9
Kentucky,+9.9, 79_6918%,
