Opponent,Results,Score,PlusMinus
Abilene Christian,L, 70_47 ,-10.2
Austin Peay,L, 67_66 ,-0.7
Middle Tennessee,W, 57_43 ,1.5
UAB,L, 65_61 ,-1
Gardner Webb,W, 65_60 ,1
Columbia Int'l,W, 96_54 ,-
Lee,W, 62_53 ,-
Alabama,L, 85_69 ,-4
Western Carolina,W, 86_78 ,-2.2
UNC Greensboro,W, 71_61 ,8.1
Furman,L, 78_66 ,-1.3
VMI,W, 92_81 ,5.8
Western Carolina,W, 59_48 ,-2.3
Furman,W, 71_62 ,4.8
The Citadel,W, 112_84 ,9.5
Wofford,L, 67_62 ,3.3
Mercer,W, 70_64 ,0.4
Chattanooga,L, 67_65 ,-8.7
The Citadel,L, 79_71 ,-2.3
Wofford,W, 71_49 ,10.7
Chattanooga,L, 53_51 ,-4.9
Mercer,L, 71_64 ,-2.9
UNC Greensboro,L, 85_74 OT,-0
Chattanooga,-0.5, 66_6552%,
