Opponent,Results,Score,PlusMinus
Eastern Michigan,W, 83_67 ,10.8
Notre Dame,W, 80_70 ,10.5
Duke,W, 75_69 ,3.5
Detroit,W, 83_76 ,1.6
Western Michigan,W, 79_61 ,4.9
Oakland,W, 109_91 ,7.8
Northwestern,L, 79_65 ,-8.9
Wisconsin,L, 85_76 ,-0.8
Minnesota,L, 81_56 ,-14.3
Nebraska,W, 84_77 ,5.6
Rutgers,W, 68_45 ,7.5
Purdue,L, 55_54 ,5.8
Rutgers,L, 67_37 ,-11.1
Ohio St.,L, 79_62 ,-9.2
Iowa,L, 84_78 ,0.4
Nebraska,W, 66_56 ,7.8
Penn St.,W, 60_58 ,4.8
Iowa,L, 88_58 ,-15.9
Purdue,L, 75_65 ,-3
Indiana,W, 78_71 ,-3
Illinois,W, 81_72 ,8.3
Ohio St.,W, 71_67 ,-2.3
Maryland,L, 73_55 ,-9
Indiana,W, 64_58 ,-0.5
Michigan,+13, 76_6310%,
Michigan,+8, 73_6521%,
