Opponent,Results,Score,PlusMinus
Cedarville,W, 97_49 ,-
St. Bonaventure,L, 81_74 ,-10.1
Malone,W, 93_83 ,-
Ohio,W, 90_70 ,9.3
Kent St.,W, 66_62 ,-5
Eastern Michigan,L, 71_59 ,-8.3
Northern Illinois,L, 67_65 ,2.4
Toledo,W, 95_94 OT,-1.1
Bowling Green,W, 69_57 ,4.5
Central Michigan,W, 81_67 ,5.7
Western Michigan,W, 79_68 ,1.4
Eastern Michigan,W, 86_65 ,10.5
Ball St.,W, 74_42 ,12.1
Toledo,L, 91_76 ,-7.1
Kent St.,W, 72_61 ,12.7
Miami OH,W, 83_76 ,1.2
Northern Illinois,W, 81_76 ,-1.6
Ball St.,W, 88_79 ,0.6
Ohio,L, 90_73 ,-10
Bowling Green,L, 83_71 ,-1.5
Buffalo,L, 80_78 ,-9.1
Miami OH,-4.2, 74_6966%,
