Opponent,Results,Score,PlusMinus
Portland,L, 86_73 ,-3.6
Northwest (WA),W, 88_48 ,-
Washington St.,L, 69_60 ,-6.3
Weber St.,L, 94_66 ,-11.8
Weber St.,W, 74_72 ,6.9
Oregon St.,L, 67_62 ,-6.7
Northwest Nazarene,L, 75_72 ,-
Montana St.,L, 71_64 ,-2.2
Montana St.,L, 69_64 ,-1
Idaho St.,L, 64_57 ,-2.7
Idaho St.,W, 69_43 ,9.7
Saint Martin's,W, 69_60 ,-
Montana,L, 70_64 OT,2.9
Montana,W, 61_56 ,1.3
Simpson (CA),W, 99_66 ,-
Idaho,W, 84_64 ,9.2
Idaho,W, 71_40 ,6.8
Northern Colorado,L, 66_64 ,-3.9
Northern Colorado,W, 73_65 ,1.7
Southern Utah,-1.4, 73_7255%,
Southern Utah,-1.4, 73_7255%,
