Opponent,Results,Score,PlusMinus
UNC Wilmington,W, 98_76 ,6.3
Troy,L, 66_64 ,0.8
UNC Asheville,W, 83_81 OT,7.3
Piedmont,W, 96_58 ,-
Newberry,W, 91_84 ,-
Tennessee Tech,W, 76_75 OT,-1
North Carolina A&T,W, 104_98 OT,6.5
VCU,L, 93_68 ,-9.2
College of Charleston,W, 76_70 OT,2.5
East Tennessee St.,L, 86_78 ,2.2
Mercer,L, 78_76 ,-9.1
Samford,L, 82_78 ,-8
East Tennessee St.,L, 59_48 ,2.3
Wofford,L, 91_78 ,-5.1
VMI,L, 87_61 ,-5.1
Furman,L, 75_69 ,-6.5
The Citadel,W, 76_75 ,-2.1
Chattanooga,L, 74_67 ,1.3
The Citadel,L, 74_63 ,-5.4
VMI,W, 74_72 ,0.5
Furman,L, 88_70 ,-15.2
Chattanooga,L, 89_81 OT,3.3
Wofford,L, 80_56 ,-14.5
UNC Greensboro,L, 77_56 ,-9.6
UNC Greensboro,W, 81_80 ,2.3
Mercer,W, 85_61 ,10.3
The Citadel,-0.1, 82_8150%,
