Opponent,Results,Score,PlusMinus
Bradley,L, 61_59 ,1.2
Oakland,W, 80_53 ,15
Xavier,L, 76_73 ,3.7
Cleveland St.,W, 70_61 ,-5.2
Eastern Michigan,W, 91_74 ,9.3
Michigan,L, 91_71 ,-12.8
UMKC,W, 64_57 ,5.7
Marshall,W, 96_87 OT,3.3
Valparaiso,W, 71_57 ,3
Northern Illinois,W, 78_55 ,13.5
Western Michigan,W, 70_59 ,6.4
Kent St.,W, 84_82 ,-2.4
Ohio,W, 95_78 ,11.3
Eastern Michigan,W, 96_63 ,8.1
Akron,L, 95_94 OT,1.1
Central Michigan,W, 89_72 ,7
Kent St.,W, 76_74 ,3.2
Miami OH,W, 90_81 ,7.9
Bowling Green,W, 84_66 ,8.2
Akron,W, 91_76 ,7.1
Ball St.,L, 81_67 ,3
Bowling Green,L, 88_81 ,-3.8
Miami OH,W, 87_75 ,10.1
Buffalo,W, 80_70 ,0
Western Michigan,W, 91_44 ,22.6
Central Michigan,L, 81_79 ,8.2
Ball St.,-10.8, 82_7184%,
