Opponent,Results,Score,PlusMinus
Appalachian St.,L, 81_61 ,-16.5
Bowling Green,L, 101_78 ,-9.8
Clemson,L, 75_38 ,-15.5
UNC Asheville,L, 77_56 ,-11.4
Charlotte,L, 78_40 ,-12.4
College of Charleston,L, 90_63 ,-9.5
Jacksonville,L, 60_58 ,4.4
Liberty,L, 82_52 ,-15.1
Presbyterian,L, 62_56 ,-6.9
Furman,L, 118_52 ,-20.4
North Carolina A&T,L, 97_86 ,-10.6
North Carolina A&T,L, 73_66 ,3.9
Florida A&M,L, 70_68 ,-3.3
North Carolina Central,L, 91_77 ,-7.4
North Carolina Central,L, 64_63 ,5.5
Florida A&M,L, 75_67 ,-5
Florida A&M,W, 63_57 ,2.9
Florida A&M,L, 63_58 ,-0.7
