Opponent,Results,Score,PlusMinus
Little Rock,W, 77_70 ,1.9
Winthrop,L, 75_67 ,-1.8
Duquesne,L, 81_68 ,-9.1
Coppin St.,L, 85_80 ,-3.7
Norfolk St.,W, 64_47 ,2.3
USC Upstate,W, 65_57 ,6.9
Elon,W, 71_64 ,-2.9
North Carolina A&T,W, 86_65 ,10.8
East Tennessee St.,L, 71_61 ,-8.1
Wofford,W, 84_75 ,-0.5
Wofford,L, 48_45 ,-0.3
Samford,W, 87_63 ,8
Samford,W, 82_70 ,3.7
The Citadel,W, 87_73 ,5.2
Chattanooga,W, 74_66 ,-0.8
Mercer,W, 81_68 ,5.6
VMI,W, 76_59 ,6.9
The Citadel,W, 85_66 ,6.4
Furman,L, 68_49 ,-10.4
Furman,W, 64_58 ,4.4
Mercer,W, 77_74 ,10.1
VMI,L, 88_77 ,-6.2
Chattanooga,W, 60_55 ,-1.7
Western Carolina,W, 77_56 ,9.6
Western Carolina,L, 81_80 ,-2.3
East Tennessee St.,W, 85_74 OT,0
